OBJECTID,GEAR_NAME,HAUL_ID,CRUISE,HAUL_NAME,NET,FOCI_GRID,BOTTOM_DEPTH,HAUL_PERFORMANCE,MESH,LAT,LON,PURPOSE,PRIMARY_NET,MIN_GEAR_DEPTH,MAX_GEAR_DEPTH,VOLUME_FILTERED,GEOGRAPHIC_AREA,GMT_DATE_TIME,COMMENTS_HAUL,POLYGONAL_AREA,STATION_NAME,MONTH_,YEAR_,DAY_,SHIP_CRUISE_NAME,SHIP_NAME,COMMENTS_SAMPLES,species_name,COMMON_NAME_1,COMMENTS_SPECIMEN,LARVALCATCHPER1000M3,LARVALCATCHPER10M2,STAGE_NAME,SPECIES_NAME_1,SPECIES_CODE_ICHBASE,SPECIES_NAME_ICHBASE,COMMON_NAME_ICHBASE
3538,60BON,1SS07 2 1 60BON 1,1SS07,1,1,,51,GOOD,505,56.00002,-163.0165,PLNKSURV,Y,0,45,51.20997,BS,2007-08-16 5:27,A BASIS Project; Station ID 20071002. Volume filtered provided by collecting agency.,,2,8,2007,16,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3539,60BON,1NW06 31 1 60BON 1,1NW06,1,1,,43,GOOD,505,58.00022,-160.00447,PLNKSURV,Y,0,34,9.58499,BS,2006-08-28 23:05,First vertical bongo tow. A BASIS project.,,31,8,2006,28,NW06-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3540,60BON,1SS06 28 1 60BON 1,1SS06,1,1,,60,GOOD,505,59.5005,-170.00267,PLNKSURV,Y,0,52,70.45058,BS,2006-08-24 14:57,An oblique tow. A BASIS project.,,28,8,2006,24,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3541,60BON,1SS06 55 1 60BON 1,1SS06,1,1,,69,GOOD,505,60.00017,-173.00234,PLNKSURV,Y,0,40,90.39294,BS,2006-09-01 0:08,An oblique tow. A BASIS project.,,55,9,2006,1,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3542,60BON,1NW06 48 1 60BON 1,1NW06,1,1,,67,GOOD,505,57.0134,-165.99303,PLNKSURV,Y,0,61,17.30388,BS,2006-09-03 19:08,A vertical tow. A BASIS project.,,48,9,2006,3,NW06-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3543,60BON,1NW06 53 1 60BON 1,1NW06,1,1,,102,QUEST,505,55.00695,-165.00005,PLNKSURV,Y,0,90,25.50343,BS,2006-09-05 0:45,Windy; ~45 degree angle coming in. A vertical tow. A BASIS Project; Station ID 20062053. Volume filtered provided by collecting agency,,53,9,2006,5,NW06-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3544,60BON,1SS07 131 1 60BON 1,1SS07,1,1,,97,GOOD,505,58.50003,-173,PLNKSURV,Y,0,72,130.3588,BS,2007-10-07 14:57,A BASIS Project; Station ID 20071131. Volume filtered provided by collecting agency.,,131,10,2007,7,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3545,60BON,1SS07 14 1 60BON 1,1SS07,1,1,,48,GOOD,505,57.50002,-162,PLNKSURV,Y,0,37,36.87028,BS,2007-08-19 5:11,A BASIS Project; Station ID 20071014. Volume filtered provided by collecting agency.,,14,8,2007,19,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3546,60BON,1SS07 51 1 60BON 1,1SS07,1,1,,85,GOOD,505,56.50003,-166.01648,PLNKSURV,Y,0,85,69.70121,BS,2007-08-30 14:52,An oblique tow. A BASIS project.,,51,8,2007,30,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3547,60BON,1SS07 65 1 60BON 1,1SS07,1,1,,36,GOOD,505,59.48359,-167.99999,PLNKSURV,Y,0,30,47.55959,BS,2007-09-08 16:28,An oblique tow. A BASIS project.,,65,9,2007,8,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3548,60BON,3DY11 6 7 60BON 2,3DY11,7,2,BS5-MID,69,GOOD,500,59.916,-171.73616,PLNKSURV,NPQ,0,63,162.27124,BS,2011-09-24 19:11,,,6,9,2011,24,DY11-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3549,60BON,3DY11 8 2 60BON 1,3DY11,2,1,BS5-N,63,GOOD,333,60.079,-172.021,PLNKSURV,Y,0,54,122.17629,BS,2011-09-24 22:53,,,8,9,2011,24,DY11-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3550,60BON,3AR09 25 2 60BON 1,3AR09,2,1,,158,GOOD,333,60.6435,-178.17816,PLNKSURV,Y,0,126,338.26776,BS,2009-07-18 5:16,55 deg wire angle at depth. The date on the lid and jar labels are incorrect. Flowmeter revs > AVG + 2 SD.,,25,7,2009,18,200901,Arcturus,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3551,60BON,3MF79 G038A 2 60BON 1,3MF79,2,1,,130,GOOD,505,56.07167,-167.6683,GRID,Y,0,121,182.29367,BS,1979-06-21 6:55,,1410.02,G038A,6,1979,21,,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3552,60BON,4MF06 1 1 60BON 1,4MF06,1,1,U1,149,GOOD,505,54.4805,-165.29733,PLNKSURV,Y,0,101,202.66481,BS,2006-05-22 4:23,SeaCat #1810.,,1,5,2006,22,MF06-07,Miller Freeman,,Gadus chalcogrammus,,,14.80277,14.95079,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3553,60BON,1AK11 3 2 60BON 1,1AK11,2,1,,63,QUEST,333,56.69667,-160.98,PLNKSURV,Y,0,57,25.19496,BS,2011-06-08 2:25,angle 45 deg. Gear depth estimated based on wire angle. Tow time estimated based on wire out. Flowmeter revs < AVG - 2 SD.,,3,6,2011,8,AK11-01,Alaska Knight,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3554,60BON,1AK11 4 2 60BON 1,1AK11,2,1,,19,QUEST,333,58.325,-160.82333,PLNKSURV,Y,0,15,59.82326,BS,2011-06-09 1:50,angle 52 deg. Gear depth estimated based on wire angle. Tow time estimated based on wire out.,,4,6,2011,9,AK11-01,Alaska Knight,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3555,60BON,1AR06 9 1 60BON 1,1AR06,1,1,,124,GOOD,333,58.998,-174.37067,PLNKSURV,Y,0,104,116.77152,BS,2006-07-18 4:01,,,9,7,2006,18,200601,Arcturus,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3556,60BON,1AR07 8 2 60BON 1,1AR07,2,1,,71,GOOD,333,56.01317,-162.25583,PLNKSURV,Y,0,64,113.67326,BS,2007-06-17 4:36,,,8,6,2007,17,20070188,Arcturus,,Gadus chalcogrammus,,,492.64005,315.28963,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3557,60BON,1DY08 9 1 60BON 1,1DY08,1,1,,1003,QUEST,333,51.90467,-177.79767,PLNKSURV,Y,0,402,604.45343,BS,2008-02-23 1:36,Flowmeter revs > AVG + 2 SD. Wire angle at 34 deg.,,9,2,2008,23,DY08-02,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3558,60BON,1DY09 15 1 60BON 1,1DY09,1,1,ALT008,432,QUEST,505,55.5645,-168.63467,GRID,Y,0,375,686.8465,BS,2009-03-02 10:26,Flowmeter revs > AVG + 3 SD.,,15,3,2009,2,DY09-02,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3559,60BON,1SS07 8 1 60BON 1,1SS07,1,1,,62,GOOD,505,57.00003,-161,PLNKSURV,Y,0,47,57.456,BS,2007-08-17 18:56,An oblique tow. A BASIS project.,,8,8,2007,17,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3560,60BON,1SS07 81 1 60BON 1,1SS07,1,1,,87,GOOD,505,57.4836,-171,PLNKSURV,Y,0,72,105.4719,BS,2007-09-16 3:43,A BASIS Project; Station ID 20071081. Volume filtered provided by collecting agency.,,81,9,2007,16,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3561,60BON,1SS07 82 1 60BON 1,1SS07,1,1,,69,GOOD,505,58.00001,-168.99999,PLNKSURV,Y,0,67,90.55622,BS,2007-09-16 14:55,An oblique tow. A BASIS project.,,82,9,2007,16,SS07-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3562,60BON,1SS06 69 1 60BON 1,1SS06,1,1,,35,GOOD,505,63.49667,-172.00501,PLNKSURV,Y,0,20,39.31813,BS,2006-09-06 23:45,A BASIS Project; Station ID 20061069. Volume filtered provided by collecting agency.,,69,9,2006,6,SS06-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3563,60BON,1OM01 14 3 60BON 1,1OM01,3,1,F7,82,QUEST,333,56.98267,-168.98683,PLNKSURV,Y,0,75,13.98009,BS,2001-07-23 10:24,No time recorded (dummy used). Wire angle erratic. Hit bottom. Jellies in both 60's.,,14,7,2001,23,OM01-03,Oshoro Maru,,Gadus chalcogrammus,,,572.24238,429.18179,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3564,60BON,2DY07 45 1 60BON 1,2DY07,1,1,,29,GOOD,505,64.50443,-167.00243,PLNKSURV,Y,0,23,8.70704,BS,2007-09-14 15:52,A BASIS Project; Station ID 20073045. Volume filtered provided by collecting agency.,,45,9,2007,14,OD0710,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3565,60BON,3DY08 11 3 60BON 1,3DY08,3,1,UP E,157,GOOD,335,54.41733,-165.15649,PLNKSURV,Y,0,150,267.92438,BS,2008-05-14 6:24,,,11,5,2008,14,DY08-07,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3566,60BON,3DY08 16 2 60BON 1,3DY08,2,1,Q16,73,QUEST,335,57.01917,-161.45383,PLNKSURV,Y,0,64,102.65533,BS,2008-05-15 6:57,1 chrysaora (8 cm diameter) removed from 60BON net 1.,,16,5,2008,15,DY08-07,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3567,60BON,DY14-08 188 2 60BON 1,DY14-08,2,1,70M55,74,QUEST,505,61.9465,-174.3647,PLNKSURV,Y,0,64,142.67072,BS,2014-09-25 9:49,60BON NET1 one jelly 10cm BD,,188,9,2014,25,DY14-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3568,60BON,DY14-06 235 1 60BON 1,DY14-06,1,1,CB52,114,GOOD,505,57.1505,-172.0375,GRID,Y,0,105,226.18299,BS,2014-06-07 9:29,,,235,6,2014,7,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,44.21199,46.42259,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3569,60BON,1AR08 6 1 60BON 1,1AR08,1,1,,60,GOOD,333,56.9,-163.03334,PLNKSURV,Y,0,54,72.45083,BS,2008-06-09 3:03,,,6,6,2008,9,200801,Arcturus,,Gadus chalcogrammus,,,55.20986,29.81332,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3570,60BON,1AR09 4 2 60BON 1,1AR09,2,1,,66,GOOD,333,56.96867,-164.7085,PLNKSURV,Y,0,60,95.13462,BS,2009-06-12 2:48,45 deg wire angle at depth. Max gear depth not recorded. Max gear depth calculated using wire angle. 60bon net2 had a big jellyfish in codend. Flowmeter okay.,,4,6,2009,12,200901,Arcturus,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3571,60BON,1DY11 63 2 60BON 1,1DY11,2,1,,165,GOOD,333,54.37783,-165.2645,PLNKSURV,Y,0,158,256.13327,BS,2011-05-28 1:38,Unimak south line. New flowmeter 20bon net 1,,63,5,2011,28,DY11-01,Oscar Dyson,,Gadus chalcogrammus,,,3.90422,6.16866,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3572,60BON,1DY09 6 1 60BON 1,1DY09,1,1,BS04,1500,GOOD,505,54.00566,-167.51801,GRID,Y,0,664,1228.71106,BS,2009-02-27 20:09,SEACAT FAILD ON UPCAST. DOWNCAST OK.,,6,2,2009,27,DY09-02,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3573,60BON,1DY10 11 2 60BON 2,1DY10,2,2,,77,GOOD,505,56.66783,-163.86417,GRID,Y,0,70,203.9063,BS,2010-04-28 15:45,60Bon net 1 - 3 large jellies discarded  net 2 - 7 large jellies discarded,,11,4,2010,28,DY10-03,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3574,60BON,1DY09 21 1 60BON 1,1DY09,1,1,BG07,292,GOOD,505,54.688,-166.246,GRID,Y,0,282,531.91791,BS,2009-03-03 9:25,,,21,3,2009,3,DY09-02,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3575,60BON,2DY10 23 3 60BON 2,2DY10,3,2,BA7,127,GOOD,500,54.925,-165.47116,GRID,Y,0,120,233.35623,BS,2010-05-08 15:15,,768.0389,23,5,2010,8,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3576,60BON,2DY10 26 2 60BON 2,2DY10,2,2,AX13,115,GOOD,500,55.4835,-165.50783,GRID,Y,0,106,206.98695,BS,2010-05-08 23:09,,1220.711,26,5,2010,8,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3577,60BON,2DY10 41 2 60BON 2,2DY10,2,2,AL16,90,GOOD,500,56.1845,-164.19333,GRID,Y,0,82,168.61557,BS,2010-05-10 4:20,,887.7775,41,5,2010,10,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,474.45203,389.05067,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3578,60BON,3AK10 15 2 60BON 1,3AK10,2,1,,52,GOOD,333,62.6525,-172.46899,PLNKSURV,Y,0,42,120.79954,BS,2010-08-06 10:40,wire angle at max depth = 43 degree,,15,8,2010,6,201001,Alaska Knight,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3579,60BON,3DY08 19 2 60BON 1,3DY08,2,1,Z13,76,QUEST,335,56.4425,-162.4135,PLNKSURV,Y,0,70,113.61089,BS,2008-05-15 15:00,3 jellyfish removed from 60bon Net 1.,,19,5,2008,15,DY08-07,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3580,60BON,4MF94 149 7 60BON 1,4MF94,7,1,,643,GOOD,333,54.36,-166.45,PLNKSURV,Y,0,200,282.49301,BS,1994-04-29 6:30,,,149,4,1994,29,MF94-04,Miller Freeman,,Gadus chalcogrammus,,,60.17848,120.35696,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3581,60BON,DY14-06 63 1 60BON 2,DY14-06,1,2,AC16,79,GOOD,505,56.546,-163.0267,GRID,Y,0,70,120.28207,BS,2014-05-25 14:47,"JELLYFISH IN 60BON NET 1 AND 20BON NET 1, SO USED NET 2 FOR QUANTITATIVE SAMPLES FOR BOTH.",,63,5,2014,25,DY14-06,Oscar Dyson,,Gadus chalcogrammus,,,324.23785,226.9665,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3582,60BON,AE14-01 21 2 60BON 1,AE14-01,2,1,,28,GOOD,505,64.5033,-166.9957,GRID,Y,0,23,40.09575,BS,2014-09-09 21:15,,,21,9,2014,9,AE14-01,Alaska Endeavor,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3583,60BON,DY14-08 170 1 60BON 2,DY14-08,1,2,70M38/M5,69,GOOD,333,59.9354,-171.6718,PLNKSURV,Y,0,61,118.57138,BS,2014-09-24 10:03,60bon net 1 one jellyfish 10cm bell diameter,,170,9,2014,24,DY14-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3584,60BON,DY14-08 207 2 60BON 1,DY14-08,2,1,SEB67,80,GOOD,505,59.497,-171.9848,PLNKSURV,Y,0,69,137.82561,BS,2014-09-27 23:22,60BON 500 NET 1 W/ 17CM DIAM JELLY.,,207,9,2014,27,DY14-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3585,60BON,DY14-08 191 2 60BON 2,DY14-08,2,2,M8E,69,GOOD,333,62.1995,-174.3058,PLNKSURV,Y,0,60,131.43278,BS,2014-09-25 13:13,,,191,9,2014,25,DY14-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3586,60BON,1DY11 21 2 60BON 1,1DY11,2,1,70M29,73,GOOD,333,58.77783,-170.29266,PLNKSURV,Y,0,66,106.60469,BS,2011-05-22 15:48,60-cm bongo Net 1 had 1 jellyfish rinsed and discarded,,21,5,2011,22,DY11-01,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3587,60BON,1DY11 23 2 60BON 1,1DY11,2,1,70M27,75,GOOD,333,58.4535,-170.185,PLNKSURV,Y,0,68,155.62112,BS,2011-05-22 18:53,flow meters spinning in wind on deployment,,23,5,2011,22,DY11-01,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3588,60BON,2DY10 43 2 60BON 2,2DY10,2,2,AR16,96,GOOD,500,55.9435,-164.96283,GRID,Y,0,89,197.17889,BS,2010-05-10 8:01,60BON NET 1 HAD ONE JELLY RINSED AND DISCARDED.,1034.817,43,5,2010,10,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,20.28615,18.05467,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3589,60BON,2DY10 48 2 60BON 2,2DY10,2,2,AL4,48,GOOD,500,55.301,-163.33934,GRID,Y,0,41,97.40267,BS,2010-05-10 20:02,60bon net2 jelly rinsed and discarded,781.7602,48,5,2010,10,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,728.93279,298.86244,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3590,60BON,2MF09 110 2 60BON 1,2MF09,2,1,CN12,135,GOOD,333,55.846,-166.90767,PLNKSURV,Y,0,129,184.37392,BS,2009-10-08 20:33,,,110,10,2009,8,MF09-04L2,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3591,60BON,2MF09 15 2 60BON 1,2MF09,2,1,70M11,69,GOOD,333,57.4325,-166.511,PLNKSURV,Y,0,62,108.93606,BS,2009-09-27 3:55,,,15,9,2009,27,MF09-04L2,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3592,60BON,2MF03 2 2 60BON 1,2MF03,2,1,,74,GOOD,333,56.768,-164.32967,PLNKSURV,Y,0,65,105.35466,BS,2003-03-04 6:41,,,2,3,2003,4,MF03-03,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3593,60BON,2MF03 4 2 60BON 1,2MF03,2,1,,69,GOOD,333,56.942,-163.83316,PLNKSURV,Y,0,65,98.31911,BS,2003-03-04 10:28,,,4,3,2003,4,MF03-03,Miller Freeman,,Gadus chalcogrammus,,,132.22252,85.94463,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3594,60BON,4MF94 15 2 60BON 1,4MF94,2,1,,1342,GOOD,333,55.4,-168.4267,GRID,Y,0,198,303.08981,BS,1994-04-17 0:28,,728.95,15,4,1994,17,MF94-04,Miller Freeman,,Gadus chalcogrammus,,,39.59223,78.39261,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3595,60BON,4WE97 106 2 60BON 1,4WE97,2,1,D7,44,QUEST,333,56.55833,-169.48283,PLNKSURV,Y,0,36,60.69838,BS,1997-07-10 15:40,wire angle at 31 deg.,,106,7,1997,10,WE97-06C,Wecoma,,Gadus chalcogrammus,,,1993.46342,717.64683,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3596,60BON,4WE97 114 2 60BON 1,4WE97,2,1,DEX2,302,GOOD,333,56.06033,-169.40683,PLNKSURV,Y,0,290,354.01718,BS,1997-07-11 2:04,,,114,7,1997,11,WE97-06C,Wecoma,,Gadus chalcogrammus,,,56.49443,163.83386,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3597,60BON,4MF07 29 2 60BON 1,4MF07,2,1,BM34,112,QUEST,505,56.42933,-168.89534,GRID,Y,0,101,161.91277,BS,2007-05-11 8:42,Flowmeters spinning in the wind during deployment.,737.89,29,5,2007,11,MF07-07,Miller Freeman,,Gadus chalcogrammus,,,92.64248,93.5689,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3598,60BON,4MF07 85 2 60BON 1,4MF07,2,1,CH31,3232,GOOD,505,55.37267,-171.26267,GRID,Y,0,299,352.13974,BS,2007-05-17 1:39,,812.2872,85,5,2007,17,MF07-07,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3599,60BON,DY14-08 194 1 60BON 2,DY14-08,1,2,M8,76,GOOD,333,62.2028,-174.7653,PLNKSURV,Y,0,64,118.06263,BS,2014-09-25 20:42,,,194,9,2014,25,DY14-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3600,60BON,DY14-08 212 2 60BON 1,DY14-08,2,1,SEB77,113,GOOD,505,58.4952,-173.0098,PLNKSURV,Y,0,102,214.94638,BS,2014-09-28 23:33,,,212,9,2014,28,DY14-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3601,60BON,1HE07 111 2 60BON 1,1HE07,2,1,NP-02,41,GOOD,333,59.04817,-167.91316,PLNKSURV,Y,0,38,68.0237,BS,2007-04-25 18:00,,,111,4,2007,25,H10701,Healy,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3602,60BON,1HE07 122 2 60BON 1,1HE07,2,1,NP-14,142,QUEST,333,56.27167,-171.06,PLNKSURV,Y,0,138,160.9857,BS,2007-04-27 1:43,Wire angle at 32 deg.,,122,4,2007,27,H10701,Healy,,Gadus chalcogrammus,,,6.21173,8.57219,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3603,60BON,1HE07 125 2 60BON 1,1HE07,2,1,X-02,75,GOOD,333,56.813,-170.10066,PLNKSURV,Y,0,73,127.66876,BS,2007-04-28 5:19,,,125,4,2007,28,H10701,Healy,,Gadus chalcogrammus,,3 specimens re-identified from ichcode 500 to 168. Changed number caught from 29 to 32 and number measured from 28 to 31. (10/6/2014),250.64863,182.9735,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3604,60BON,3MF93 48 1 60BON 1,3MF93,1,1,,1260,GOOD,333,53.65833,-167.6767,GRID,Y,0,401,462.74265,BS,1993-04-20 4:29,,786.75,48,4,1993,20,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,371.69688,1490.5045,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3605,60BON,3MF93 49 1 60BON 1,3MF93,1,1,,1622,GOOD,333,53.735,-168.2617,GRID,Y,0,400,457.92047,BS,1993-04-20 7:04,,790.63,49,4,1993,20,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,4.36757,17.47028,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3606,60BON,3MF93 51 1 60BON 1,3MF93,1,1,,2291,QUEST,333,54.18,-168.65669,GRID,Y,0,399,702.58795,BS,1993-04-20 11:25,Flowmeter revs > AVG + 3 SD.,815.97,51,4,1993,20,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,18.50302,73.82706,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3607,60BON,3MF93 56 1 60BON 1,3MF93,1,1,,2756,GOOD,333,54.28,-169.2583,GRID,Y,0,399,455.10703,BS,1993-04-21 5:41,,785.39,56,4,1993,21,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3608,60BON,3MF93 83 1 60BON 1,3MF93,1,1,,2204,QUEST,333,54.85333,-168.3517,PLNKSURV,Y,0,400,400.8515,BS,1993-04-22 21:30,SMALL SCALE GRID Flowmeter revs > AVG + 3 SD.,,83,4,1993,22,MF93-05,Miller Freeman,,Gadus chalcogrammus,,,1065.23239,4260.92955,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3609,60BON,6MF95 105 1 60BON 1,6MF95,1,1,,126,GOOD,333,55.68733,-166.70219,GRID,Y,0,119,159.51942,BS,1995-04-27 3:37,,763.02,105,4,1995,27,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,18.80649,22.37972,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3610,60BON,4MF99 14 1 60BON 1,4MF99,1,1,,288,QUEST,505,54.683,-166.2345,PLNKSURV,Y,0,283,284.64307,BS,1999-05-19 10:31,Wire angle at 24 deg.,,14,5,1999,19,,Miller Freeman,,Gadus chalcogrammus,,,105.39515,298.26828,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3611,60BON,4MF99 2 1 60BON 1,4MF99,1,1,,798,QUEST,505,54.46667,-167.3183,PLNKSURV,Y,0,300,335.77023,BS,1999-05-16 1:05,Total tow time estimated from wire out. Flowmeter revs < AVG - 2 SD.,,2,5,1999,16,,Miller Freeman,,Gadus chalcogrammus,,,26.80404,80.41213,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3612,60BON,3MF79 G002A 2 60BON 1,3MF79,2,1,,347,GOOD,505,54.65,-167.4883,GRID,Y,0,212,300.7973,BS,1979-06-01 5:08,,718.39,G002A,6,1979,1,,Miller Freeman,Sample_Type corrected from 4 to 4. (1/19/2015),Gadus chalcogrammus,,,0,0,Larvae,,,,
3613,60BON,3MF79 G078A 2 60BON 1,3MF79,2,1,,,GOOD,505,56.46667,-172.18829,GRID,Y,0,210,327.52036,BS,1979-07-09 9:06,No bottom depth.,3204.67,G078A,7,1979,9,,Miller Freeman,Sample_Type corrected from 4 to 4. (1/19/2015),Gadus chalcogrammus,,,0,0,Larvae,,,,
3614,60BON,6MF06 6 2 60BON 1,6MF06,2,1,B10,43,GOOD,505,57.17467,-159.03166,GRID,Y,0,35,53.65619,BS,2006-09-12 10:03,,868.0334,6,9,2006,12,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3615,60BON,2MF92 G027A 1 60BON 1,2MF92,1,1,,1500,GOOD,333,54.50167,-168.8317,GRID,Y,0,102,155.10201,BS,1992-04-18 8:42,,340.15,G027A,4,1992,18,MF92-04,Miller Freeman,,Gadus chalcogrammus,,,438.42114,447.18956,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
3616,60BON,6MF06 1 2 60BON 2,6MF06,2,2,A13,45,GOOD,505,57.63417,-158.4545,GRID,Y,0,35,78.70758,BS,2006-09-11 23:53,lots of brown algae clogging cod ends. 60Bon Net1 had a large jellyfish in it.,723.5835,1,9,2006,11,MF06-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
3617,60BON,6MF95 116 1 60BON 1,6MF95,1,1,,93,GOOD,333,56.0445,-165.554,GRID,Y,0,85,113.24145,BS,1995-04-28 4:09,,766.23,116,4,1995,28,MF95-06,Miller Freeman,,Gadus chalcogrammus,,,44.15344,37.53043,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
